AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,EDUCATION,LIMIT_BAL,MARRIAGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,SEX,default_payment_next_month
58,147335,135184,139664,142293,113086,115433,2,1.90E+05,1,1,2,0,0,0,0,0,6586,5881,3292,3399,3469,1,0
55,50805,50690,51393,49949,21942,19826,3,5.00E+04,1,0,0,0,2,2,-2,1750,5600,34,10600,712,729,1,1
22,73954,77526,99205,74016,48043,48545,2,8.00E+04,2,2,0,0,0,0,0,5400,3451,3577,2.00E+03,1800,1800,2,1
31,50734,43406,44333,44577,44501,11614,3,5.00E+04,1,0,0,0,0,0,0,1700,2016,1600,2100,1.00E+03,4.70E+04,2,0
23,40760,39660,23203,18983,13466,18878,2,5.00E+04,2,0,0,0,0,0,0,1500,1500,1100,1466,5556,598,2,0
23,12936,15904,15364,16798,19203,18757,1,3.00E+04,2,0,0,2,0,0,2,3200,0,2.00E+03,3.00E+03,0,2.00E+03,2,0
22,53443,49938,39926,18648,5022,5935,3,7.00E+04,2,0,0,0,0,0,0,3.00E+03,2500,2500,1.00E+03,1.00E+03,500,2,0
26,102157,103182,91442,88476,72666,74561,1,1.20E+05,2,0,0,0,0,0,0,5367,2.00E+04,3500,2512,7500,4.00E+03,2,0
26,36835,37528,35964,34258,516,38432,2,4.00E+04,2,0,0,0,0,-1,-1,2.00E+03,2.00E+03,5.00E+03,516,39235,2.00E+03,2,0
27,4262,7169,8396,8113,8971,10824,1,6.00E+04,2,0,0,2,2,0,0,3.00E+03,1500,0,1.00E+03,2.00E+03,1.00E+03,2,1
27,3715,2862,827,-4571,-4954,1566,1,5.00E+05,2,0,0,-1,-1,-2,-1,2013,1044,163,5,8007,1282,2,0
44,7491,2900,0,0,0,0,2,8.00E+04,2,0,-1,-1,-2,-2,-2,2900,0,0,0,0,0,2,0
32,17594,14850,15919,10177,7954,8049,2,1.50E+05,1,0,0,0,0,0,-1,1609,2.00E+03,1.00E+03,0,8049,1.00E+03,2,0
35,442291,449790,450047,453770,396600,392879,2,4.60E+05,2,0,0,0,0,0,0,1.60E+04,17610,17500,13810,14100,14520,2,1
28,58204,56930,56616,56749,57504,58296,2,6.00E+04,2,0,0,0,0,0,0,2030,2083,1983,2200,2500,2200,2,0
28,25193,34242,35228,12512,12570,13022,2,3.00E+05,2,0,0,0,0,0,0,1.00E+04,1377,1149,2.00E+03,615,9.00E+03,2,0
34,5081,4053,3853,3942,2338,1767,1,2.10E+05,2,-1,-1,-1,-1,-1,-1,4055,3856,3945,2338,1767,0,2,0
36,79407,66491,59040,49555,38185,32582,2,8.00E+04,1,0,0,0,0,0,0,2491,2540,1566,1485,1258,3600,2,0
38,59195,37953,34689,35700,36252,37008,2,7.00E+04,1,0,0,0,0,0,0,2195,1881,1892,1444,1490,1344,2,0
28,148880,151913,155170,159089,160950,164691,1,2.00E+05,1,0,0,0,0,0,0,7.00E+03,7200,8.00E+03,6.00E+03,6500,7.00E+03,2,0
45,31548,30226,31237,13511,13781,14070,2,3.00E+04,1,2,0,0,0,0,0,1665,1676,1223,493,511,514,2,0
28,2096,3775,5570,4722,8643,7783,1,1.80E+05,2,2,2,2,2,0,0,1721,2005,31,5.00E+03,1.00E+03,5.00E+03,2,0
31,384,0,0,0,503,2156,2,1.80E+05,1,-2,-2,-2,-2,-2,-2,0,0,0,503,2343,1988,2,1
35,48848,49988,45434,34688,24124,21072,2,5.00E+04,2,0,0,0,0,0,0,2.00E+03,2.00E+03,1900,1032,3.00E+03,907,2,0
29,19315,30310,29312,31404,31004,29124,2,2.90E+05,2,-1,0,0,0,0,0,1.50E+04,2.00E+03,3.00E+03,0,0,4280,2,0
39,219712,208532,229229,143168,145270,141874,1,2.30E+05,1,0,0,0,0,0,0,30500,2.50E+04,1.00E+04,5.00E+03,5.00E+03,1.80E+04,2,0
33,42687,46640,50865,54401,57873,61917,2,1.20E+05,1,0,0,0,0,0,0,5.00E+03,5.00E+03,5.00E+03,5.00E+03,5.00E+03,3.00E+03,2,0
42,430,430,430,430,430,430,2,2.30E+05,1,-2,-2,-2,-2,-2,-2,430,430,430,430,430,430,2,1
43,-58,22301,0,0,0,0,2,3.30E+05,1,1,-1,-1,-2,-2,-2,22359,5895,0,0,0,0,2,0
27,8404,4493,11848,7435,3685,3545,1,1.50E+05,2,-1,-1,-1,-1,0,-1,4493,11848,7435,0,3545,5718,2,0
47,1343,909,5271,757,157,157,2,4.30E+05,1,-1,-1,-1,-1,-1,-1,909,5319,757,157,157,5989,2,0
46,10935,11456,13169,13656,14430,14200,2,2.00E+04,1,1,2,2,2,0,0,1.00E+03,1900,1.00E+03,1.00E+03,0,8119,2,1
31,5307,4739,11495,11214,4084,6348,1,2.90E+05,2,-2,-2,-2,-2,-2,-2,4739,11527,15537,4873,26348,2306,2,0
45,1182,0,198,3532,0,0,2,2.00E+05,1,-2,-2,-2,-2,-2,-2,0,198,3532,0,0,0,2,0
44,0,5526,7248,7303,0,932,3,4.20E+05,1,1,-1,0,0,0,-1,5526,2.00E+03,2002,0,932,1861,2,0
42,2920,2610,9433,2490,2655,1070,2,3.20E+05,2,-1,-1,-1,-1,-1,0,2610,9439,2493,2655,0,5682,2,0
43,46107,42151,40546,36822,31700,29133,3,2.70E+05,1,0,0,0,0,0,0,1700,1700,1500,1100,1200,1200,2,0
41,114133,122191,128069,103319,105702,108619,3,1.40E+05,1,0,0,0,0,0,0,1.00E+04,8.00E+03,5.00E+03,4.00E+03,4520,6.00E+03,2,1
34,2084,145,145,145,145,1195,2,6.00E+04,1,-1,2,2,2,2,-1,0,0,0,0,1200,0,2,1
43,15214,14673,17621,17839,17257,17826,3,5.00E+04,1,1,2,2,2,2,0,0,3200,800,0,1.00E+03,3800,2,0
38,0,0,0,0,0,330,2,1.70E+05,2,-2,-2,-2,-2,-2,-2,0,0,0,0,330,1290,2,1
44,24775,18018,15896,32396,50411,60957,2,2.70E+05,1,0,0,-1,0,0,0,10203,15908,2.00E+04,2.90E+04,2.20E+04,1821,2,0
37,7591,5538,18987,0,1399,150,1,1.50E+05,2,-1,-1,-1,-1,-1,-1,5538,18987,0,1399,150,203,2,1
43,15923,82292,396,1552,776,776,3,1.30E+05,3,-1,0,-1,-1,0,-1,7.00E+04,792,1552,0,776,3676,2,0
33,2703,1017,0,0,1560,4386,1,3.90E+05,2,-2,-2,-2,-2,-2,-2,1017,0,0,1560,4386,1.20E+04,2,0
40,51270,5.40E+04,4117,6817,0,0,1,1.40E+05,2,0,0,-1,0,0,-2,4500,4117,3.00E+03,0,0,0,2,0
36,2500,0,0,0,0,0,2,2.00E+05,1,2,2,-2,-2,-2,-2,0,0,0,0,0,0,2,1
30,106667,103955,85601,82963,58547,57080,2,1.70E+05,2,0,0,0,0,0,0,3458,3426,2711,1779,1940,2.00E+03,2,0
38,5410,2760,36861,23200,34255,18554,1,5.00E+05,1,-1,0,-1,0,0,0,2700,36861,1.00E+04,20055,1.00E+03,5622,2,0
40,34965,35660,37082,38464,38922,40791,3,8.00E+04,1,0,0,0,0,0,0,1578,2.00E+03,2.00E+03,1397,2500,3.00E+03,2,0
44,6061,1594,2904,2313,2753,2191,3,1.60E+05,1,0,-1,-1,2,2,2,2.00E+03,3037,0,1.00E+03,0,5.00E+03,2,0
46,133890,106928,37238,36293,55826,34989,1,5.20E+05,1,1,2,2,0,0,2,5022,0,2.00E+04,4.00E+04,0,5.00E+03,2,0
33,411970,420142,443407,431200,4.40E+05,-6948,2,4.40E+05,1,0,0,0,2,0,0,15003,3.00E+04,0,9.00E+03,788,0,2,0
31,0,0,0,1.00E+03,0,1013,2,2.50E+05,1,1,-2,-2,-1,-1,-1,0,0,1.00E+03,0,1013,0,2,0
29,132702,135972,137289,141844,143470,146596,2,3.30E+05,1,0,0,0,0,0,0,6972,4989,6844,5470,5596,5577,2,0
40,81428,78041,75945,61740,29089,28267,3,8.00E+04,2,2,2,0,0,0,0,4,3716,2.00E+03,1.00E+03,1.00E+03,2.00E+03,2,1
38,0,780,780,390,390,390,1,6.00E+04,1,1,-1,3,2,-1,-1,780,0,0,390,390,87,2,0
32,11561,12662,13752,14815,15168,15523,2,2.80E+05,1,0,0,0,0,0,0,1300,1300,1300,600,600,600,2,0
41,0,0,0,0,0,0,3,3.00E+04,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,2,0
45,26958,26716,26679,22972,20152,11688,6,3.00E+04,1,0,0,0,0,0,0,4.00E+03,5022,1232,820,286,237,2,0
49,4016,5115,3425,1334,2117,1098,2,1.50E+05,1,-1,-1,0,-1,-1,-1,5119,1002,1336,2119,1098,757,2,0
42,113308,109901,108659,110781,107833,104466,2,3.00E+05,2,0,0,0,0,0,0,5400,5800,6.00E+03,7.00E+03,5.00E+03,5.00E+03,2,0
49,132571,-829,-829,-829,-829,-829,3,1.30E+05,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,2,0
50,66637,66665,66513,67149,66880,67667,2,5.40E+05,1,0,0,0,0,0,0,3100,3070,3100,2320,2796,3500,2,0
48,47937,33816,60320,36249,780,0,5,5.00E+04,2,0,0,0,0,0,0,2.00E+03,2.00E+03,3293,0,0,0,2,0
51,1495,1117,7062,-3,1178,-2,1,3.60E+05,1,-2,-2,-2,-2,-2,-2,1120,7065,0,1181,0,1758,2,0
52,416,2939,5447,416,7509,6387,1,1.70E+05,1,-2,-1,0,0,-1,-1,2939,3.00E+03,5,7509,6387,1666,2,0
56,133954,138785,141894,143270,201082,215709,2,2.40E+05,1,2,0,0,0,0,0,8500,6500,5.00E+03,6.00E+04,17464,6516,2,0
57,0,2412,0,0,0,1650,2,8.00E+04,1,1,-1,-1,-2,-2,-1,2412,0,0,0,1650,2500,2,0
59,694,694,694,694,694,28948,3,6.00E+04,1,-1,-1,-1,-1,-1,-1,694,694,694,694,28948,1044,2,0
53,220389,223682,223193,215040,210884,210479,2,2.20E+05,1,2,0,0,0,0,0,8490,8100,8.00E+03,7804,8254,6640,2,1
30,2500,2500,2500,2500,2500,0,2,3.60E+05,1,3,2,2,2,2,2,0,0,0,0,0,0,1,1
23,42284,31512,26097,27148,54991,28480,2,5.00E+04,2,0,0,0,0,0,0,1800,1600,1500,1.00E+03,2400,1500,1,0
24,46113,49520,47627,47262,46226,390,2,1.30E+05,1,0,0,2,0,0,0,5.00E+03,0,1925,0,0,780,1,0
27,0,0,0,0,0,0,2,5.00E+04,2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,1,0
28,59646,49412,48060,51132,49348,40652,1,5.00E+05,2,0,0,0,0,0,0,43018,3030,10022,3064,3022,2018,1,0
27,75896,77931,79384,81367,82321,84336,1,1.20E+05,2,0,0,2,0,0,0,3900,3300,3900,3200,3500,3500,1,0
36,396,396,396,392,396,396,2,1.20E+05,2,-1,-1,-1,-1,-1,-1,396,396,392,400,396,942,1,0
33,390,390,390,1936,390,390,3,8.00E+04,1,-1,-1,-1,-1,-1,-1,390,390,1936,390,390,390,1,1
37,3823,149793,56611,77406,79316,73995,2,4.20E+05,1,-1,-1,0,0,0,0,150298,10617,2.50E+04,3034,3012,5012,1,0
39,12768,0,0,0,0,0,1,3.60E+05,1,0,0,-2,-2,-2,-2,0,0,0,0,0,0,1,0
48,60924,60089,59828,58217,18527,40334,2,6.00E+04,1,0,0,0,0,0,-1,2400,2800,2.00E+03,1110,40621,1800,1,0
30,179273,182624,188541,179380,41060,41258,2,2.00E+05,2,0,0,0,0,0,0,6657,1.00E+04,8.00E+03,2.00E+03,2.00E+03,2.00E+03,1,0
37,22109,10876,10268,5872,3068,2181,1,1.50E+05,1,-2,-2,-2,-2,-2,-2,10943,10273,5978,3068,2181,3242,1,1
29,0,0,0,0,0,0,2,6.00E+04,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,251,1,1
34,-2159,5777,7936,2932,6493,4867,1,2.80E+05,1,1,-1,-1,2,-1,-1,7936,2980,29,6493,4867,240,1,0
27,0,0,0,0,0,0,3,3.60E+05,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,1,0
48,107595,109605,113409,114191,117285,120388,1,5.00E+05,1,0,0,0,0,0,0,5.00E+03,5571,4152,5.00E+03,5.00E+03,5.00E+03,1,0
39,146224,149289,152886,156273,159800,162570,2,1.90E+05,2,0,0,0,0,0,0,5500,6.00E+03,6.00E+03,6.00E+03,6.00E+03,6.00E+03,1,0
32,270160,275565,282023,286199,265201,271381,1,2.00E+05,2,0,0,0,0,0,0,1.10E+04,12003,11010,1.50E+04,10004,11004,1,0
38,-470,-470,-470,-470,47296,0,2,1.30E+05,2,1,-2,-2,-2,-1,-1,0,0,0,47766,0,0,1,0
37,160069,156346,159223,165480,76144,77944,1,2.70E+05,1,2,0,0,0,0,0,6.00E+03,7.00E+03,9.00E+03,5.00E+03,3.00E+03,3.00E+03,1,1
33,21936,35331,30580,34985,39585,49735,1,3.60E+05,1,0,0,0,0,0,0,1.40E+04,5.00E+03,5.00E+03,5.00E+03,10150,6.00E+04,1,0
40,316,316,316,316,316,316,3,2.00E+05,2,-1,-1,-1,-1,-1,-1,316,316,316,316,316,316,1,1
46,16347,20496,14509,16910,10854,16809,1,5.00E+05,1,0,0,0,0,0,0,17029,8014,14030,7012,16016,14004,1,0
39,28499,13119,9983,4904,45338,51646,3,4.50E+05,1,0,0,0,-1,-1,0,1214,3109,4904,45338,7570,11729,1,0
38,46389,49808,48736,49525,57564,56517,1,6.00E+04,1,2,2,2,0,0,2,4200,0,1900,8900,0,2.60E+04,1,1
40,43530,43344,46616,48872,19981,16554,3,5.00E+04,2,0,0,0,0,0,0,2.00E+03,4.00E+03,4500,2.00E+03,1.00E+03,3.00E+03,1,1
39,20938,21064,26041,18158,18147,45199,1,3.00E+05,1,-1,-1,-1,-1,-1,-1,21169,26171,18249,18238,45301,120,1,0
40,62177,60580,65489,66327,64665,68740,1,1.30E+05,1,2,2,2,2,2,2,0,5900,2500,0,5300,2700,1,0
55,51716,113395,111693,115073,111811,111719,2,1.10E+05,2,0,0,0,0,2,0,65668,4267,9455,0,3991,8071,1,1
48,1294,1294,1466,1294,2324,264,2,1.80E+05,1,-1,-1,-1,-1,-1,-1,1294,1466,1294,2324,264,264,1,0
58,60524,61627,56937,51506,45058,37598,2,5.00E+04,1,-1,0,0,0,0,0,2200,2297,1751,1086,3307,1142,1,0
56,257463,256706,257944,149040,144639,139558,1,3.50E+05,1,0,0,0,0,0,0,10023,7700,5162,5025,5041,5061,1,0
52,45840,47595,28491,3642,12291,16674,2,5.00E+04,2,0,0,0,-1,0,0,8.00E+03,8080,15012,1.00E+04,8.00E+03,2.00E+03,1,0
53,-12,1270,4338,1080,2576,6200,2,5.00E+05,1,-2,-2,-2,-1,-1,0,1282,4338,1100,2576,1024,1.00E+03,1,0
53,458652,467150,458862,469703,447130,440982,1,6.00E+05,1,2,2,2,0,0,0,1.70E+04,0,1.80E+04,1.60E+04,1.60E+04,2.10E+04,1,1
24,0,948,948,632,316,316,2,6.00E+04,2,1,-1,3,2,0,-1,948,0,0,0,316,782,2,1
28,120208,111999,114413,116721,117795,120511,2,1.30E+05,2,0,0,0,0,0,0,5500,5700,5692,4500,4850,3800,2,1
27,389,389,389,383,1462,389,1,4.30E+05,2,-2,-2,-2,-2,-2,-2,390,390,384,1469,390,390,2,0
27,0,0,12063,6080,0,0,1,3.60E+05,2,-2,-2,-2,-2,-2,-2,0,12063,6080,0,0,0,2,0
28,5669,6328,8460,10146,9413,15997,2,6.00E+04,2,2,0,0,0,2,-1,2.00E+03,3.00E+03,2500,0,15997,3.00E+03,2,1
34,314,8.00E+03,0,0,0,600,2,1.80E+05,1,2,-1,-1,-2,-2,-1,8.00E+03,0,0,0,600,0,2,0
36,43943,41738,37766,37117,30555,13420,1,3.30E+05,2,0,0,0,0,0,0,5019,1952,2.00E+03,814,475,697,2,0
40,15442,16869,21014,18517,9058,5035,1,1.70E+05,2,0,0,0,0,0,0,2.00E+03,5020,2.00E+03,3.00E+03,1.00E+03,464,2,0
35,187777,189420,192058,185995,188649,190700,2,1.90E+05,1,0,0,0,0,0,0,8300,8900,6700,6699,7400,6900,2,0
42,8050,0,1560,0,0,0,2,2.00E+05,1,-1,-1,-1,-1,-2,-2,0,1560,0,0,0,0,2,0
40,326,326,326,12055,11968,12968,1,1.20E+05,2,-1,-1,-1,-1,0,0,326,326,12055,239,1.00E+03,652,2,0
46,38985,36466,31907,33300,34681,36060,3,1.50E+05,1,0,0,0,0,0,0,10107,2.00E+04,1.00E+04,1.00E+04,1.00E+04,1.00E+04,2,0
43,109464,106613,107700,103736,101414,100157,2,1.30E+05,2,0,0,0,0,0,0,3835,5433,4431,6938,3467,3593,2,0
55,9193,7653,8337,8356,8527,4694,2,1.00E+04,2,1,2,0,0,0,0,0,1201,1.00E+03,171,94,80,2,1
27,7189,15646,15678,40512,17884,34251,1,4.10E+05,2,0,-1,-1,0,-1,-1,16090,16076,40203,17974,34518,369,1,0
29,0,0,1865,-3,-3,3677,1,2.10E+05,2,-2,-2,-2,-2,-2,-2,0,1865,0,0,3680,0,1,0
24,-1461,-1461,-1458,16950,16475,19284,2,8.00E+04,2,1,-2,-2,-1,2,2,0,3,18950,0,5889,0,1,1
25,49357,49983,50516,50987,48960,48691,1,5.00E+04,2,0,0,0,0,0,0,2100,2.00E+03,2500,2.00E+03,1800,2.00E+03,1,0
26,24599,23397,22721,22403,21972,22512,1,3.00E+04,2,1,2,2,0,0,0,1700,0,1700,900,1.00E+03,900,1,0
32,13596,34661,29084,31770,3322,32528,1,2.20E+05,2,-1,-1,0,-1,-1,-1,34661,1.10E+04,31770,3322,32528,139961,1,0
29,0,0,0,0,0,0,1,3.60E+05,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1,0
30,31272,40688,139417,144087,147694,155284,2,2.80E+05,2,0,0,0,0,0,0,1.00E+04,1.00E+05,7.00E+03,6.00E+03,1.00E+04,8.00E+03,1,1
26,6376,7386,8581,9765,10066,10151,1,1.00E+04,2,0,0,0,0,0,0,1121,1316,1500,450,500,800,1,1
31,-160,-550,450,330,-60,1540,1,2.50E+05,2,1,-2,-1,-1,-1,-1,0,1390,660,0,1600,3.00E+03,1,0
33,39251,40772,40437,9919,10295,7964,2,1.30E+05,1,0,0,0,0,0,0,2500,3200,1200,500,447,1.00E+03,1,0
32,187698,190103,195498,0,0,0,1,4.00E+05,1,2,2,0,0,-2,-2,7.00E+03,1.00E+04,0,0,0,4290,1,1
27,172511,177587,175867,159053,126688,122947,3,1.80E+05,2,0,0,0,0,0,0,8008,6528,6500,5.00E+03,5.00E+03,5.00E+03,1,0
35,47816,49694,48543,46366,9076,9812,2,5.00E+04,2,0,0,0,0,0,0,3.00E+03,3.00E+03,3019,3.00E+03,1.00E+03,2.00E+03,1,0
39,3633,1746,3677,1746,1746,1746,2,3.70E+05,1,1,2,-1,2,-1,-1,0,3677,0,1746,1746,1746,1,0
41,3311,7244,3980,0,9263,3693,2,1.00E+04,1,-2,-2,-2,-2,-2,-2,7244,4.00E+03,0,9263,3693,0,1,0
39,10648,0,15332,9094,225604,7443,1,2.70E+05,1,-2,-2,-2,-2,-1,-1,0,3119,9124,225616,7443,69550,1,0
44,15735,15681,35492,7988,8986,10463,2,5.00E+04,2,0,0,0,0,0,0,1500,3100,3.00E+03,1500,2.00E+03,1500,1,0
34,6461,8117,2200,3772,8650,17650,2,2.50E+05,1,-1,-1,-1,-1,-1,0,8117,2200,3772,8650,1.00E+04,4646,1,0
35,5811,0,0,0,1243,0,2,2.10E+05,1,-1,-1,-2,-2,-1,-1,0,0,0,1243,0,0,1,0
45,0,709,0,0,0,0,1,3.60E+05,1,1,-1,-1,-2,-2,-2,709,0,0,0,0,0,1,0
40,69072,153837,144225,111983,0,0,5,1.70E+05,1,0,0,0,0,0,-2,100467,50269,3567,0,0,0,1,0
22,14414,15424,16448,17462,18305,17871,2,2.00E+04,1,2,0,0,0,0,2,1554,1578,1592,1435,0,1663,2,1
27,134936,137328,138767,137231,128228,110803,2,1.40E+05,2,0,0,0,0,0,0,6700,6704,5.00E+03,4155,4100,3600,2,0
26,7053,9761,50926,48588,49323,50685,2,7.00E+04,2,0,0,0,0,0,0,3.00E+03,4.50E+04,3.00E+03,2.00E+03,2500,2.00E+03,2,0
26,0,365,894,6006,1385,1666,1,1.30E+05,2,-2,-2,-2,-1,-1,-2,365,894,6006,1385,1666,0,2,0
23,28108,27228,24921,25945,20634,1600,2,3.00E+04,1,1,2,0,0,0,-1,0,1500,5229,942,1704,0,2,0
22,96491,94043,97522,97696,90605,85293,2,1.00E+05,2,1,2,0,0,0,0,0,5.00E+03,3.00E+03,2113,2995,139,2,0
23,15988,16219,17626,18398,19052,15429,2,2.00E+04,1,1,2,0,0,0,2,794,1674,1446,1100,0,379,2,0
24,736,1472,736,736,736,1423,1,3.00E+04,2,-1,-1,2,-1,-1,-1,1472,0,736,736,1423,831,2,0
23,1980,269,-721,-710,29114,27154,1,5.00E+04,2,0,-1,-1,-1,-1,0,269,710,268,45171,1036,1.00E+03,2,0
22,6251,6498,6744,6977,6593,7481,1,1.00E+04,2,1,3,3,2,0,0,500,500,500,242,1.00E+03,273,2,0
24,0,0,0,0,0,0,2,3.00E+04,2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,2,0
24,54938,55621,56999,57748,62489,60984,3,1.00E+05,2,0,0,0,0,0,2,1985,2664,2700,6700,0,2389,2,0
24,50643,51916,52903,53652,52201,55497,2,1.40E+05,2,2,2,2,2,2,2,2400,2400,2200,0,4300,2200,2,1
24,64927,58840,42859,0,0,2254,2,7.00E+04,2,0,0,0,0,-2,-1,2177,5.00E+03,0,0,2254,24738,2,0
25,8599,9695,10385,9987,9987,0,2,1.00E+04,2,1,2,2,2,0,0,1400,1.00E+03,0,0,0,0,2,1
24,12764,12267,13266,12756,13801,13439,2,2.00E+04,2,2,3,2,2,2,2,0,1500,0,1259,0,1200,2,1
24,1473,1473,3323,5953,2559,4509,2,1.50E+05,1,0,-1,-1,-1,-1,-1,1473,3323,5970,2571,4515,4019,2,0
26,41614,43610,46581,47634,51305,52580,1,7.00E+04,2,0,0,0,0,0,0,3.00E+03,4.00E+03,1829,4500,2100,2500,2,0
23,45995,44955,20264,20614,20877,21535,2,6.00E+04,2,0,0,0,0,0,0,2400,1700,1403,1.00E+03,1.00E+03,1.00E+03,2,0
25,73939,70488,51152,35122,28633,28039,2,7.00E+04,2,0,0,0,0,2,2,3.00E+03,2.00E+03,4500,1200,0,1200,2,1
25,195520,195884,194045,189557,177185,171010,2,2.00E+05,2,0,0,0,0,0,0,7080,8.00E+03,7011,8500,6010,6.00E+03,2,0
23,34443,33590,34651,35677,36485,37300,1,5.00E+04,2,1,2,0,0,0,0,0,1600,1600,1400,1400,1400,2,0
27,5200,1689,-17,3996,2278,1132,1,1.50E+05,2,-2,-2,-2,-2,-2,-2,1689,0,4013,2278,1132,4721,2,0
27,57449,38254,23017,14440,4770,1595,2,1.20E+05,2,0,0,0,0,0,-1,1743,1640,1010,95,1595,0,2,0
27,33944,29194,27862,21229,20178,19275,2,5.00E+04,2,0,0,0,0,0,0,1513,2.00E+03,2.00E+03,1.00E+03,1.00E+03,1.00E+03,2,0
27,2500,0,0,0,0,0,2,3.60E+05,2,2,2,-2,-2,-2,-2,0,0,0,0,0,0,2,1
27,0,3187,2816,3579,3400,4417,1,6.00E+04,2,1,-1,2,0,0,0,3366,0,1.00E+03,0,1017,0,2,0
27,15700,250,7671,12088,74088,63593,1,1.30E+05,2,0,-1,-1,0,0,0,250,7671,5.00E+03,6.50E+04,3.00E+03,41803,2,0
29,58653,56329,55957,52392,61700,42975,2,3.60E+05,2,0,0,0,0,0,0,5886,4054,8412,15096,1208,3.00E+03,2,0
27,156506,157177,157804,157478,156098,156659,2,1.60E+05,2,1,2,0,0,0,0,7.00E+03,6.00E+03,7217,6.00E+03,6.00E+03,6.00E+03,2,0
27,5146,15381,0,0,0,0,2,3.60E+05,1,-2,-2,-2,-2,-2,-2,15381,0,0,0,0,0,2,0
28,2316,2316,2836,2316,1446,131242,2,2.10E+05,2,-2,-2,-2,-2,-2,-2,2316,2836,2316,1446,131242,5.00E+03,2,0
26,1734,6645,7725,11246,9755,8260,2,1.00E+05,2,0,-1,0,0,0,0,6649,2704,5250,4,0,24,2,1
28,197142,198367,96731,67431,60690,60442,2,2.00E+05,1,0,0,0,0,0,0,9197,3700,6478,2114,2337,2401,2,0
28,43810,44184,4273,4999,5726,1473,1,5.00E+04,2,1,2,0,0,0,0,1500,1300,2390,2200,0,3283,2,0
27,56670,57252,55764,64522,62945,61700,2,6.00E+04,2,3,2,2,2,4,3,2100,0,9700,0,0,0,2,1
27,76885,79106,81231,81983,83773,85532,2,1.30E+05,1,0,0,0,0,0,0,3500,4.00E+03,3.00E+03,3146,3260,3200,2,0
29,0,18488,17276,6165,9219,980,1,2.60E+05,2,1,-1,-1,-1,-1,0,18488,17276,6179,9219,0,9012,2,0
29,52533,56340,57022,55081,55350,55906,2,8.00E+04,1,0,0,2,2,0,0,5120,2600,0,2200,2028,3.00E+03,2,0
29,27030,23830,24943,27507,30767,29762,2,3.00E+04,1,0,0,0,0,0,2,2379,1500,3.00E+03,3722,0,1543,2,0
30,124206,124679,126200,130540,127114,111429,2,1.10E+05,2,2,2,2,2,2,0,4.00E+03,5.00E+03,8.00E+03,0,5.00E+03,5.00E+03,2,1
28,57739,42144,19270,1500,5520,0,1,2.20E+05,2,0,0,0,-1,-1,-1,2.00E+03,1.00E+03,1500,5520,0,0,2,0
28,107649,82139,74760,63520,62529,58228,1,1.10E+05,2,0,0,0,0,0,0,3500,3899,3.00E+03,1800,3.00E+03,2.00E+03,2,0
29,33947,37339,36601,40589,42675,44567,1,8.00E+04,2,0,0,0,0,0,0,4.00E+03,2500,5.00E+03,3.00E+03,2500,1.00E+04,2,0
25,32486,33640,35286,36889,34152,36694,2,7.00E+04,2,0,0,0,0,0,0,2.00E+03,2500,2519,5090,3100,0,2,0
29,1.93E+05,149410,138021,98578,84967,83224,2,2.60E+05,2,0,0,0,0,0,0,5072,4439,3079,3020,3036,4554,2,0
25,7561,8576,9621,10485,10700,10922,2,2.00E+04,2,0,0,0,0,0,0,1144,1189,1053,268,277,358,2,1
24,2990,8619,4405,4445,2820,4970,1,1.60E+05,1,-1,-1,0,0,-1,-1,8619,1.00E+03,4.00E+03,2820,4970,2825,2,0
29,48259,48740,26953,27860,28420,29045,3,5.00E+04,2,2,0,0,0,0,0,1726,1500,1376,936,1.00E+03,1100,2,1
30,148860,135814,138654,130773,121293,123947,2,1.80E+05,2,0,0,0,0,0,0,6500,7.00E+03,6600,4700,5100,4700,2,0
28,115303,113502,111651,102622,96723,98827,2,1.30E+05,1,0,0,0,0,0,0,4157,4168,5025,3223,4105,4.00E+03,2,0
37,54326,23223,25865,21619,19336,1433,1,4.10E+05,1,0,0,0,0,0,-1,5.00E+03,15014,5034,10006,1433,371,2,0
31,37549,40603,39676,42407,41428,45576,2,6.00E+04,1,0,0,2,2,2,2,4.00E+03,0,3700,0,5.00E+03,2.00E+03,2,1
32,8592,4.00E+03,6881,7697,3333,3063,2,8.00E+04,1,-1,-1,-1,0,0,-1,4.00E+03,6881,5003,3.00E+03,3063,0,2,0
29,25167,25299,22912,14940,9365,1280,2,3.00E+04,2,0,0,0,0,0,0,1414,1415,1002,200,104,0,2,0
25,1344,1041,2021,4495,15145,525,2,1.50E+05,2,-1,-1,-1,-1,0,-1,1041,2021,4495,10650,525,0,2,0
