,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,EDUCATION,LIMIT_BAL,MARRIAGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,SEX,default_payment_next_month
5840,29.0,257.0,-4988.0,-2119.0,-4107.0,1483.0,8281.0,1,83405.0,2,-2,-2,-2,-2,-2,-2,1607.0,662.0,1522.0,1053.0,2267.0,1879.0,2,0
5841,47.0,270634.0,262687.0,263035.0,228506.0,234691.0,184024.0,1,313580.0,2,1,-2,-2,-2,-2,-1,1037.0,2741.0,2748.0,3848.0,3947.0,4884.0,1,0
5842,57.0,-275.0,-8974.0,-1163.0,12766.0,9089.0,5872.0,3,184415.0,2,1,-2,-1,0,0,0,929.0,6140.0,18823.0,952.0,1740.0,1403.0,1,0
5843,30.0,23753.0,17144.0,5307.0,11570.0,4705.0,12360.0,2,37485.0,2,0,0,0,0,0,0,2580.0,6848.0,9141.0,4154.0,6828.0,5098.0,1,0
5844,28.0,2434.0,-5403.0,-2534.0,2192.0,6732.0,6582.0,1,187319.0,1,0,-1,-1,-1,-1,-1,224.0,716.0,2999.0,1562.0,308.0,5003.0,1,0
5845,37.0,-17857.0,-8671.0,-910.0,4800.0,-4322.0,-5584.0,2,153060.0,1,0,0,0,0,0,0,1468.0,889.0,3545.0,473.0,208.0,912.0,1,0
5846,32.0,22938.0,20799.0,30940.0,9145.0,2749.0,5356.0,1,173247.0,2,0,0,0,0,0,2,11127.0,29058.0,337.0,4714.0,1796.0,15955.0,2,0
5847,26.0,106556.0,101810.0,109140.0,114507.0,131707.0,122932.0,2,109049.0,2,-1,-1,-1,-1,-1,0,1956.0,1335.0,1576.0,8356.0,6066.0,1601.0,2,0
5848,32.0,54651.0,48590.0,48183.0,50492.0,45693.0,48362.0,1,40514.0,2,-1,-1,0,0,-1,-1,765.0,2524.0,647.0,943.0,2087.0,2379.0,1,1
5849,43.0,80798.0,74881.0,65843.0,44865.0,42793.0,44045.0,2,131955.0,2,0,0,0,0,0,0,2087.0,4147.0,638.0,1722.0,1158.0,2301.0,2,0
5850,24.0,60408.0,55053.0,73910.0,72566.0,55309.0,34607.0,2,120752.0,1,-1,-1,-1,-1,-1,-1,6474.0,3670.0,8245.0,4414.0,908.0,107711.0,1,0
5851,35.0,168990.0,163588.0,170210.0,180426.0,181323.0,153155.0,2,154686.0,1,0,0,-1,0,0,0,1379.0,9659.0,19374.0,11208.0,2239.0,13080.0,2,0
5852,26.0,145777.0,168950.0,170564.0,194207.0,184570.0,157510.0,1,190155.0,2,0,-1,0,0,0,0,38303.0,1886.0,23081.0,4566.0,6408.0,7389.0,1,0
5853,50.0,23633.0,22721.0,25686.0,21671.0,15336.0,17833.0,1,118500.0,2,-1,-1,2,-1,-1,-1,570.0,2077.0,908.0,275.0,754.0,217.0,1,0
5854,38.0,120091.0,77799.0,9775.0,13141.0,9146.0,13428.0,2,410614.0,1,1,-1,-1,-1,-1,0,11578.0,134.0,4244.0,1884.0,4875.0,582.0,2,0
5855,27.0,14139.0,16066.0,13525.0,13996.0,15208.0,19428.0,2,33090.0,3,1,4,3,2,2,0,6489.0,3761.0,3440.0,2903.0,3487.0,1430.0,2,1
5856,22.0,11479.0,8178.0,10295.0,7949.0,6756.0,18014.0,3,11813.0,1,0,0,0,0,0,0,320.0,88.0,311.0,117.0,1043.0,267.0,1,0
5857,34.0,1773.0,1467.0,-2177.0,-1053.0,35.0,5286.0,1,115113.0,1,0,0,0,0,0,0,3017.0,1368.0,3218.0,3026.0,3054.0,99.0,2,0
5858,27.0,34024.0,29878.0,22552.0,14010.0,6299.0,12197.0,2,108929.0,1,-2,-2,-2,-2,-2,-2,1169.0,973.0,355.0,528.0,141.0,33.0,1,0
5859,33.0,-330.0,4559.0,-152.0,4984.0,5062.0,2576.0,1,241638.0,2,0,0,0,0,0,0,14211.0,2939.0,11285.0,9633.0,3027.0,106154.0,2,0
5860,38.0,-1505.0,-9637.0,-4789.0,-1334.0,8833.0,2950.0,1,320371.0,2,1,-2,-2,-2,-1,0,174.0,1819.0,3019.0,3018.0,1257.0,314.0,1,0
5861,37.0,101786.0,106766.0,111181.0,90366.0,70390.0,60157.0,2,99381.0,2,0,0,0,0,0,0,6503.0,6445.0,825.0,960.0,463.0,116.0,2,0
5862,24.0,47512.0,44315.0,59121.0,56307.0,49542.0,51036.0,2,24940.0,1,0,0,0,0,0,0,239.0,79.0,61.0,124.0,440.0,7.0,2,0
5863,22.0,28629.0,22035.0,22652.0,17591.0,15314.0,21289.0,2,13057.0,1,1,-1,-1,-1,-1,-1,1190.0,943.0,308.0,171.0,411.0,1824.0,2,0
5864,25.0,64829.0,60297.0,54660.0,59871.0,37113.0,37303.0,2,80968.0,2,1,-2,-1,2,2,-2,1483.0,1864.0,3940.0,1620.0,3014.0,13349.0,1,0
5865,31.0,1116.0,1554.0,17697.0,-13568.0,-8631.0,-16748.0,1,380438.0,2,-1,0,0,0,0,0,29055.0,8733.0,360.0,1625.0,2067.0,26330.0,1,0
5866,25.0,2509.0,-1734.0,-1504.0,-1066.0,1155.0,8935.0,2,42248.0,2,2,2,0,0,0,0,1067.0,1235.0,1418.0,2829.0,1512.0,1506.0,1,1
5867,31.0,282917.0,268064.0,254475.0,234831.0,303137.0,291391.0,3,497415.0,1,0,0,0,0,0,0,11675.0,17823.0,6670.0,23838.0,31190.0,29291.0,2,0
5868,23.0,30562.0,28705.0,25540.0,22041.0,19753.0,19821.0,3,28708.0,2,0,0,0,0,0,0,5003.0,3363.0,1998.0,392.0,963.0,7597.0,2,0
5869,53.0,93068.0,83499.0,77918.0,55801.0,62496.0,56020.0,1,156174.0,1,-2,-2,-2,-2,-2,-2,1960.0,7682.0,295.0,887.0,1300.0,579.0,1,0
5870,27.0,98979.0,89233.0,76293.0,50063.0,53951.0,46780.0,2,114812.0,1,0,0,0,0,-1,0,1112.0,3004.0,404.0,2174.0,1007.0,1429.0,2,0
5871,38.0,31105.0,30528.0,29504.0,35497.0,26873.0,32533.0,1,23024.0,2,0,0,0,0,0,2,4466.0,2307.0,3813.0,1878.0,7920.0,3792.0,1,0
5872,22.0,2420.0,-1916.0,9678.0,9789.0,11926.0,21824.0,1,31245.0,2,1,-1,-1,-1,0,0,2744.0,309.0,809.0,354.0,1634.0,313.0,1,0
5873,29.0,31459.0,18351.0,4995.0,-493.0,-2187.0,6603.0,2,35834.0,1,0,0,0,0,0,0,868.0,2120.0,641.0,1139.0,594.0,329.0,1,0
5874,60.0,43768.0,49234.0,46891.0,46844.0,47870.0,39147.0,2,48995.0,2,0,0,0,0,-1,-1,1090.0,413.0,1031.0,1647.0,938.0,116.0,2,0
5875,47.0,-14654.0,-6430.0,-7491.0,-15999.0,-5273.0,-7467.0,1,389258.0,2,-2,-2,-2,-2,-2,-2,4491.0,161.0,526.0,2085.0,3248.0,128.0,1,1
5876,49.0,12546.0,8010.0,-2962.0,-1142.0,3527.0,10498.0,5,35695.0,2,-2,-2,-1,-1,0,0,161.0,91.0,1064.0,598.0,449.0,80.0,2,0
5877,24.0,-29375.0,45905.0,18870.0,19416.0,17164.0,21386.0,1,130791.0,1,0,0,0,0,0,0,34982.0,8249.0,15005.0,1587.0,2003.0,1901.0,2,0
5878,30.0,-12642.0,-5498.0,11695.0,-12922.0,-14361.0,-29953.0,1,389998.0,2,0,-1,-1,-2,-2,-1,9488.0,1613.0,526.0,228.0,228.0,3665.0,2,0
5879,43.0,-3568.0,-3335.0,-3290.0,-1960.0,-5408.0,-7548.0,2,100117.0,2,0,0,0,0,0,0,3342.0,883.0,6685.0,1358.0,892.0,149.0,2,0
5880,29.0,73680.0,72564.0,69419.0,65960.0,69618.0,67940.0,1,71466.0,1,-2,-2,-2,-2,-2,-2,1699.0,4820.0,1925.0,3240.0,2595.0,554.0,2,1
5881,47.0,200453.0,207451.0,205875.0,141363.0,120074.0,89234.0,2,122361.0,1,0,0,0,0,0,0,4023.0,29560.0,849.0,3226.0,2404.0,1723.0,1,1
5882,28.0,-14062.0,-6866.0,-6499.0,-11082.0,-11760.0,-16334.0,1,263731.0,1,0,0,0,0,0,2,6678.0,523.0,1606.0,173.0,200.0,1783.0,2,0
5883,53.0,-581.0,-3070.0,794.0,-176.0,-2254.0,-1883.0,1,96182.0,1,-1,2,-1,0,0,-1,2849.0,2308.0,5315.0,1650.0,835.0,1259.0,1,0
5884,32.0,55463.0,49406.0,42126.0,33378.0,33547.0,36260.0,2,88994.0,2,-1,0,-1,0,0,0,1308.0,3663.0,981.0,2909.0,3107.0,2566.0,2,0
5885,29.0,13161.0,7552.0,-116.0,-2440.0,-2102.0,2742.0,2,189188.0,2,2,0,0,0,0,0,10518.0,6587.0,3855.0,2888.0,4071.0,171274.0,2,1
5886,32.0,-5005.0,-11753.0,-3219.0,-10234.0,-4278.0,345.0,2,170580.0,2,0,0,0,0,0,0,742.0,698.0,1315.0,2612.0,8545.0,444.0,1,0
5887,45.0,119217.0,113755.0,113470.0,95327.0,105776.0,95117.0,2,217295.0,1,0,0,-1,-1,-2,-2,2977.0,5925.0,2551.0,4874.0,2086.0,3315.0,1,0
5888,40.0,-18307.0,-11692.0,519.0,-12506.0,-11347.0,-16819.0,2,395430.0,2,0,0,0,0,0,0,2452.0,2277.0,457.0,344.0,421.0,458.0,2,0
5889,42.0,18463.0,8428.0,-880.0,-3133.0,1383.0,721.0,1,190009.0,2,-1,-1,-1,-1,-1,-1,920.0,355.0,1160.0,1449.0,536.0,371.0,2,1
5890,24.0,19570.0,18139.0,10578.0,22061.0,9082.0,20466.0,2,20041.0,2,-2,-2,-2,-2,-2,-2,358.0,202.0,634.0,20.0,3674.0,49.0,1,0
5891,29.0,329499.0,330831.0,336592.0,353732.0,375298.0,328013.0,2,468819.0,2,0,0,0,0,0,-1,9446.0,9788.0,13226.0,23638.0,9584.0,22270.0,2,0
5892,42.0,52704.0,50947.0,59461.0,66129.0,66207.0,57203.0,2,65084.0,2,-1,-1,-1,-1,-1,-2,819.0,1313.0,3432.0,3598.0,671.0,1767.0,2,1
5893,43.0,277472.0,284303.0,290089.0,244759.0,196678.0,160847.0,1,371862.0,2,0,0,2,0,0,2,7422.0,2414.0,4994.0,2043.0,5609.0,2024.0,2,0
5894,28.0,27749.0,42327.0,46819.0,37336.0,34139.0,37764.0,3,86495.0,2,-1,-1,-1,-1,-1,-1,20419.0,12530.0,2724.0,2372.0,2538.0,2412.0,1,0
5895,42.0,2543.0,6365.0,1448.0,11198.0,10375.0,14392.0,2,239827.0,2,-1,-1,-1,-1,-1,-1,3284.0,2984.0,6854.0,2762.0,1775.0,1022.0,1,0
5896,42.0,68349.0,77994.0,81373.0,70752.0,65323.0,56320.0,1,98797.0,2,1,2,2,-2,-2,-2,5934.0,6111.0,1023.0,1976.0,1371.0,1005.0,1,1
5897,32.0,121126.0,126700.0,138932.0,127743.0,130573.0,102353.0,2,150318.0,2,1,5,4,4,3,2,3233.0,9596.0,2616.0,330.0,3328.0,6747.0,2,0
5898,27.0,-4717.0,-6435.0,-8302.0,-13664.0,-7987.0,-821.0,3,67325.0,1,2,2,2,2,2,2,2122.0,286.0,379.0,267.0,667.0,269.0,2,1
5899,37.0,63295.0,59548.0,63759.0,54431.0,58520.0,59237.0,1,71744.0,1,-2,-2,-2,-2,-2,-2,2006.0,6042.0,1546.0,2124.0,4211.0,3155.0,2,0
5900,42.0,35461.0,30179.0,25800.0,26746.0,24342.0,19692.0,2,37859.0,2,-1,-1,-1,-1,-1,-1,272.0,91.0,599.0,181.0,209.0,281.0,2,0
5901,36.0,111624.0,100151.0,98871.0,79281.0,86938.0,81968.0,2,158223.0,1,2,0,0,0,0,0,2683.0,1743.0,1490.0,6254.0,5637.0,22597.0,1,1
5902,41.0,23365.0,16497.0,16084.0,9572.0,11750.0,13079.0,3,23323.0,1,0,0,2,2,2,2,899.0,2243.0,676.0,1546.0,1852.0,11529.0,2,0
5903,30.0,17638.0,13021.0,10422.0,16520.0,14131.0,12204.0,3,233019.0,1,1,2,2,2,0,0,855.0,2093.0,6759.0,1133.0,865.0,4293.0,2,0
5904,41.0,43068.0,31041.0,19719.0,13015.0,7330.0,10371.0,2,83179.0,2,0,0,2,0,0,0,1829.0,4515.0,1749.0,1314.0,499.0,2522.0,2,0
5905,25.0,222085.0,261453.0,318908.0,32415.0,29757.0,43294.0,3,122028.0,2,-1,0,0,-1,-1,-2,29486.0,42965.0,304.0,15425.0,6254.0,34092.0,1,1
5906,29.0,69092.0,59525.0,54871.0,42031.0,42461.0,44426.0,2,63388.0,2,2,2,2,0,0,0,602.0,3660.0,718.0,2287.0,2379.0,2507.0,1,1
5907,29.0,4989.0,4207.0,2652.0,-3089.0,116.0,6261.0,2,46055.0,2,0,0,0,-1,-1,-1,32.0,1227.0,114.0,281.0,537.0,85.0,2,0
5908,48.0,65328.0,60155.0,61021.0,56364.0,53427.0,49620.0,3,97230.0,1,0,0,0,0,0,0,518.0,1478.0,713.0,259.0,491.0,1054.0,2,0
5909,26.0,88917.0,84498.0,92823.0,83975.0,85797.0,79397.0,1,81159.0,2,-2,-2,-2,-2,-2,-2,660.0,4386.0,441.0,390.0,1781.0,1197.0,2,0
5910,37.0,174756.0,185848.0,212372.0,190298.0,221546.0,193669.0,3,231172.0,1,0,-1,-1,-1,-1,-1,15676.0,12567.0,6874.0,18233.0,1429.0,7741.0,1,1
5911,41.0,38272.0,33332.0,13793.0,20158.0,17976.0,15229.0,3,124909.0,2,0,0,0,0,0,0,1821.0,811.0,12542.0,3755.0,2616.0,2307.0,2,0
5912,31.0,181919.0,178867.0,191740.0,56960.0,19917.0,43283.0,1,99486.0,1,1,-2,-1,-1,-2,-2,14194.0,23209.0,842.0,2132.0,77740.0,7008.0,2,1
5913,48.0,45382.0,42193.0,52721.0,45490.0,40984.0,41017.0,3,67826.0,1,0,0,0,0,0,0,792.0,4851.0,627.0,807.0,703.0,326.0,2,0
5914,30.0,269402.0,270104.0,279281.0,313318.0,295251.0,279638.0,2,236031.0,2,2,2,2,2,2,0,20778.0,25046.0,110871.0,18629.0,6835.0,18413.0,1,1
5915,29.0,10410.0,24292.0,7096.0,53067.0,51144.0,55727.0,1,259946.0,1,1,-2,-2,-2,-2,-2,10105.0,972.0,99347.0,11703.0,16067.0,1638.0,2,1
5916,24.0,24267.0,23140.0,20830.0,21971.0,18697.0,32686.0,3,107302.0,2,2,0,0,0,0,0,1766.0,314.0,1088.0,534.0,5779.0,1863.0,1,1
5917,45.0,34240.0,21984.0,20311.0,15607.0,8031.0,20822.0,2,289046.0,1,-1,-1,-1,-2,-2,-2,11370.0,9433.0,368.0,2120.0,23795.0,68.0,2,0
5918,24.0,30578.0,27168.0,30969.0,38117.0,33172.0,37436.0,3,13608.0,1,1,2,2,0,0,0,201.0,31.0,422.0,82.0,246.0,45.0,1,1
5919,33.0,50730.0,44476.0,34061.0,22216.0,16487.0,17063.0,1,42914.0,1,3,2,2,-2,-2,-2,1227.0,608.0,226.0,207.0,297.0,209.0,1,1
5920,34.0,15538.0,14990.0,10495.0,18241.0,15903.0,13586.0,1,59595.0,1,0,0,0,0,0,0,1654.0,1082.0,7486.0,1730.0,215.0,745.0,2,0
5921,42.0,104839.0,98844.0,86839.0,98665.0,108006.0,105186.0,1,239888.0,1,-1,-1,-1,0,-1,-1,4967.0,5625.0,13935.0,8852.0,3469.0,5328.0,2,1
5922,45.0,100088.0,80300.0,84449.0,79334.0,83107.0,79188.0,1,426445.0,1,2,2,2,0,0,0,1213.0,10341.0,6629.0,1883.0,1573.0,5611.0,2,0
5923,60.0,57912.0,14957.0,76893.0,200919.0,47382.0,-48385.0,3,356265.0,2,0,0,0,0,0,2,9328.0,5220.0,377624.0,5727.0,241.0,41301.0,2,0
5924,31.0,19950.0,1671.0,664.0,-1153.0,-6888.0,-4943.0,1,230901.0,2,0,0,0,0,0,0,400.0,1913.0,1763.0,429.0,217.0,132.0,2,0
5925,33.0,119713.0,120774.0,126598.0,121023.0,106153.0,133039.0,3,595490.0,2,0,0,2,0,0,0,30864.0,12269.0,11586.0,5855.0,14990.0,3564.0,1,1
5926,35.0,17955.0,17666.0,18755.0,16944.0,23243.0,21982.0,2,145111.0,2,-1,-1,-1,-1,0,0,370.0,258.0,175.0,240.0,151.0,171.0,1,0
5927,32.0,250167.0,239324.0,243545.0,218363.0,216352.0,178499.0,2,269144.0,1,0,0,0,0,0,-2,1153.0,4131.0,5394.0,5577.0,2728.0,5118.0,1,0
5928,48.0,-10420.0,2331.0,3492.0,-8712.0,-7535.0,-13173.0,2,442469.0,1,1,2,2,0,0,0,38810.0,2146.0,2347.0,1030.0,646.0,24777.0,2,0
5929,21.0,20203.0,21573.0,23483.0,36529.0,36850.0,51963.0,3,15059.0,1,-1,-1,-2,-1,0,0,1.0,13.0,7289.0,4.0,246.0,0.0,2,0
5930,40.0,28018.0,9869.0,28168.0,45354.0,8126.0,-35742.0,5,296911.0,1,0,0,0,0,0,2,2754.0,1831.0,6819.0,6679.0,244.0,11288.0,1,0
5931,25.0,169473.0,170554.0,167251.0,136249.0,145044.0,125577.0,2,201161.0,2,1,-1,-1,-1,0,0,7442.0,13004.0,3823.0,8882.0,1840.0,3177.0,1,0
5932,48.0,-4676.0,-6119.0,-4669.0,-4464.0,-5134.0,4015.0,1,118637.0,1,0,0,0,0,0,0,1322.0,711.0,2924.0,310.0,1201.0,840.0,2,0
5933,55.0,14834.0,11683.0,8912.0,10899.0,8571.0,3947.0,5,259425.0,1,-1,0,0,0,0,0,653.0,445.0,1162.0,2583.0,614.0,1356.0,1,0
5934,42.0,12888.0,18086.0,23349.0,15025.0,5601.0,20015.0,1,200814.0,2,-1,0,-1,-1,-1,-2,8833.0,5357.0,836.0,2436.0,13117.0,2308.0,2,0
5935,31.0,-23336.0,47767.0,14651.0,12939.0,10711.0,14021.0,1,365929.0,2,-1,-1,-1,-1,-1,-1,22665.0,2902.0,7477.0,5160.0,3608.0,4354.0,2,0
5936,23.0,41839.0,33806.0,24608.0,14994.0,10903.0,17515.0,1,67432.0,1,0,0,0,0,0,0,1590.0,523.0,356.0,422.0,368.0,34775.0,1,0
5937,47.0,22928.0,22982.0,22506.0,32309.0,21015.0,23546.0,1,28129.0,2,0,0,0,0,2,2,1561.0,585.0,616.0,394.0,527.0,360.0,2,0
5938,37.0,72278.0,75135.0,82329.0,76752.0,81842.0,69721.0,1,89271.0,1,1,-1,-1,-1,-1,-2,2288.0,1141.0,512.0,154.0,1515.0,1676.0,2,0
5939,31.0,395540.0,405784.0,419032.0,330513.0,345516.0,281432.0,2,415272.0,1,0,0,0,0,0,0,4209.0,12614.0,3197.0,60259.0,12383.0,5280.0,2,0
5940,36.0,54720.0,46872.0,52838.0,49832.0,42902.0,46552.0,2,68785.0,2,0,0,0,0,0,0,1777.0,15986.0,1700.0,1373.0,3342.0,2754.0,2,0
5941,28.0,29553.0,27079.0,18044.0,16379.0,15068.0,18857.0,3,22321.0,1,0,0,0,0,0,0,1834.0,488.0,134.0,473.0,487.0,1142.0,1,0
5942,24.0,7111.0,13168.0,-2453.0,10285.0,5399.0,18712.0,4,19175.0,1,-2,-2,-2,-2,-2,-2,1380.0,258.0,15811.0,524.0,5116.0,1321.0,2,0
5943,27.0,97402.0,-4278.0,204842.0,220900.0,30505.0,-115424.0,2,230986.0,2,-2,-2,-2,-2,-2,-2,976.0,122551.0,14872.0,11564.0,2.0,16076.0,1,0
5944,33.0,-14439.0,-8278.0,746.0,-10887.0,-7637.0,-15042.0,3,242446.0,2,-1,2,-1,2,2,-2,4653.0,2133.0,858.0,1354.0,1286.0,36788.0,2,0
5945,43.0,59620.0,73464.0,54624.0,46972.0,34119.0,48885.0,2,153960.0,1,1,2,2,2,0,0,9167.0,378.0,2783.0,461.0,12046.0,4600.0,2,1
5946,29.0,51368.0,56469.0,48729.0,45046.0,45118.0,45978.0,2,63930.0,1,0,0,0,0,0,0,1011.0,939.0,736.0,376.0,955.0,108.0,1,0
5947,35.0,-8013.0,-3102.0,-8299.0,-15976.0,-5970.0,-4237.0,2,129391.0,1,-2,-2,-2,-1,0,0,4406.0,449.0,778.0,757.0,701.0,39.0,2,0
5948,52.0,-8045.0,-12734.0,9656.0,5690.0,-161.0,7074.0,2,185088.0,2,0,0,0,0,0,0,356.0,8950.0,1638.0,2416.0,7927.0,1372.0,2,0
5949,42.0,33589.0,2132.0,2809.0,-2313.0,-4439.0,172621.0,3,626187.0,2,0,0,2,2,0,0,2562.0,7330.0,2759.0,1485.0,211697.0,3982.0,2,0
5950,38.0,1223.0,9767.0,7660.0,7940.0,4408.0,10340.0,3,163481.0,1,0,0,0,0,0,0,1979.0,1641.0,3394.0,5202.0,1244.0,625.0,2,0
5951,44.0,39327.0,31807.0,34863.0,34364.0,31118.0,37891.0,1,194689.0,1,2,2,0,0,-2,-2,331.0,3149.0,459.0,1382.0,958.0,2035.0,1,1
5952,51.0,30989.0,22839.0,14687.0,6141.0,3612.0,8404.0,2,188521.0,1,-1,0,0,0,0,0,401.0,2449.0,900.0,314.0,344.0,961.0,2,0
5953,27.0,36622.0,58154.0,33157.0,34520.0,31070.0,27160.0,1,50413.0,1,1,-1,-1,-2,-2,-2,20188.0,5938.0,8658.0,3087.0,3192.0,3285.0,1,0
5954,41.0,23853.0,24093.0,27164.0,40202.0,39993.0,44925.0,3,201449.0,1,-1,-1,-1,0,-1,-1,6597.0,21340.0,10871.0,9076.0,6270.0,1617.0,1,1
5955,28.0,69349.0,79993.0,84473.0,83368.0,84891.0,72675.0,3,76227.0,2,-1,-1,-1,0,0,-1,5056.0,2329.0,2894.0,2752.0,646.0,1804.0,1,0
5956,44.0,21654.0,19580.0,12999.0,24101.0,15898.0,11429.0,1,134057.0,2,0,0,-1,0,0,0,2620.0,1474.0,19022.0,1636.0,413.0,971.0,2,0
5957,36.0,26778.0,16174.0,10123.0,13966.0,14825.0,13114.0,3,121414.0,2,1,4,3,2,0,0,550.0,1201.0,2304.0,1687.0,604.0,2847.0,1,1
5958,27.0,-59534.0,-43658.0,35486.0,107168.0,90829.0,89582.0,2,204786.0,2,1,-1,2,-1,0,-1,307.0,75745.0,18582.0,4178.0,1918.0,8408.0,2,0
5959,51.0,62260.0,64889.0,61644.0,61263.0,54296.0,44918.0,2,208534.0,1,-1,-1,-1,-1,0,-1,5499.0,2719.0,7447.0,3139.0,667.0,3599.0,1,0
5960,23.0,18875.0,11324.0,12324.0,10815.0,9738.0,13662.0,2,20959.0,2,2,2,2,2,2,0,379.0,274.0,483.0,751.0,1743.0,1155.0,1,0
5961,28.0,313257.0,304231.0,165569.0,238430.0,202017.0,166594.0,2,471521.0,2,0,0,0,0,0,0,111779.0,2391.0,173398.0,9134.0,5144.0,17862.0,1,0
5962,36.0,212716.0,220876.0,232867.0,228833.0,205018.0,182022.0,2,271370.0,2,0,0,0,0,0,0,11046.0,16095.0,17016.0,2589.0,11868.0,21067.0,2,0
5963,28.0,30915.0,-7503.0,24497.0,83013.0,73963.0,69274.0,1,195428.0,1,0,0,0,0,2,0,220.0,14778.0,35099.0,2825.0,490.0,187.0,2,0
5964,45.0,87892.0,62879.0,42466.0,32364.0,23162.0,16494.0,3,67920.0,1,-1,-1,2,0,-1,-1,1096.0,2966.0,263.0,207.0,53.0,119.0,2,0
5965,26.0,4872.0,-980.0,7269.0,920.0,-1668.0,2587.0,1,233999.0,2,-2,-2,-2,-2,-2,-2,1435.0,5252.0,892.0,3160.0,729.0,17697.0,1,1
5966,36.0,54464.0,59397.0,59151.0,67109.0,58264.0,53660.0,2,323357.0,1,-1,-1,-1,-1,-1,-2,7987.0,16042.0,16828.0,5461.0,9428.0,12194.0,2,0
5967,24.0,21097.0,13036.0,11873.0,12773.0,13264.0,17219.0,2,21256.0,2,0,0,0,0,0,0,256.0,176.0,222.0,717.0,1590.0,2780.0,1,0
5968,28.0,-4773.0,-9054.0,-621.0,-4908.0,-5642.0,226.0,2,112471.0,2,2,0,0,0,0,0,799.0,1909.0,2103.0,1272.0,962.0,546.0,2,1
5969,44.0,23265.0,18153.0,16316.0,21970.0,21408.0,24588.0,2,18781.0,2,0,0,0,0,0,0,341.0,350.0,420.0,688.0,270.0,80.0,2,0
5970,29.0,6013.0,-4706.0,-5741.0,-4679.0,-6288.0,-61.0,2,121262.0,1,-2,-2,-2,-2,-2,-2,256.0,2569.0,975.0,518.0,491.0,51.0,2,0
5971,32.0,5406.0,-11297.0,-3948.0,514.0,745.0,3397.0,1,129107.0,2,-1,-1,-1,-1,-1,-1,370.0,489.0,5459.0,1195.0,394.0,9.0,2,0
5972,45.0,66500.0,62992.0,57504.0,65898.0,61734.0,76230.0,3,48437.0,2,0,0,-2,-1,0,0,3052.0,2350.0,3114.0,2893.0,768.0,2489.0,2,0
5973,24.0,132273.0,130237.0,128948.0,121592.0,127462.0,113054.0,6,137325.0,1,0,0,0,0,0,0,2790.0,5343.0,4029.0,3981.0,871.0,1761.0,2,0
5974,37.0,-5534.0,-12179.0,740.0,-6102.0,8123.0,15607.0,1,242097.0,1,-1,-1,-1,0,-1,-1,181.0,9195.0,1592.0,9507.0,4534.0,372.0,1,0
5975,31.0,2160.0,-10516.0,-7742.0,-8296.0,-971.0,-3938.0,2,190009.0,2,0,0,0,0,0,0,339.0,361.0,1175.0,3750.0,1364.0,4850.0,1,0
5976,39.0,16115.0,32058.0,17608.0,32431.0,8089.0,7687.0,2,47005.0,2,0,0,0,0,0,0,15933.0,409.0,3764.0,240.0,60.0,878.0,2,0
5977,30.0,171080.0,181125.0,161856.0,145533.0,138553.0,126517.0,1,220743.0,1,1,2,2,2,0,0,9037.0,2390.0,4861.0,3879.0,3502.0,100151.0,2,0
5978,28.0,357.0,-2632.0,101.0,-6464.0,1076.0,3871.0,2,169746.0,1,-1,-1,-1,-1,-1,0,6406.0,1331.0,2602.0,6716.0,2932.0,2785.0,2,0
5979,47.0,88640.0,108208.0,98268.0,98781.0,65987.0,44257.0,3,118556.0,1,0,0,2,2,-2,-2,37008.0,3087.0,9494.0,4658.0,2602.0,5234.0,2,0
5980,33.0,326.0,-4628.0,3176.0,-4191.0,-5120.0,-2264.0,2,205098.0,1,-1,-1,-1,-1,-1,0,2897.0,7870.0,2687.0,2289.0,1335.0,4250.0,2,0
5981,31.0,368519.0,336688.0,172352.0,174668.0,249192.0,186626.0,1,306369.0,2,-2,-2,-2,-1,-1,-2,40249.0,8018.0,14938.0,117257.0,14720.0,28131.0,2,0
5982,42.0,136132.0,116154.0,55140.0,63302.0,368100.0,304863.0,1,285492.0,2,0,0,0,0,0,0,1152.0,2853.0,2271.0,399664.0,38305.0,2176.0,2,0
5983,51.0,178559.0,176195.0,175490.0,170547.0,182212.0,152959.0,2,162836.0,2,2,2,2,2,2,2,4643.0,12168.0,4632.0,7473.0,3198.0,23356.0,2,1
5984,33.0,17411.0,4824.0,45976.0,175761.0,135626.0,148876.0,3,333469.0,1,0,0,0,0,0,0,4224.0,25241.0,328437.0,3444.0,13347.0,155.0,1,0
5985,33.0,47684.0,46564.0,26953.0,35026.0,26615.0,33722.0,2,68557.0,2,-1,-1,-1,0,-1,0,5170.0,1157.0,6647.0,2282.0,3440.0,400.0,2,0
5986,46.0,-12702.0,-3259.0,2169.0,-11916.0,-10844.0,-9045.0,2,232196.0,1,0,0,2,0,0,0,11071.0,2937.0,600.0,265.0,385.0,2876.0,2,0
5987,28.0,41137.0,38752.0,38441.0,42314.0,37338.0,35780.0,3,36078.0,1,2,2,2,2,2,2,915.0,726.0,1469.0,982.0,1227.0,3010.0,2,1
